;ID;Pays;INT02;Q1;Q2;Q3;Q4;Q5;Q6;INT04;V_ACCORD;V6;V7_1;V7_2;V8;V9;V10;V11;V12;V13;V14_1;V14_2;V14_3;V14_4;V14_4_PRE;V14_4_TRANS;V14_1R;V14_2R;V14_3R;V15_1;V15_2;V15_3;V20;V21_1;V21_2;V21_3;V21_4;V21_5;V21_6;V21_7;V21_8;V21_9;V21_10;V21_11;V22_1;V22_2;V22_3;V22_4;V22_5;V23C1;V23C2;V23C3;V23C4;V23C5;V23C6;V23C7;V23C8;V23C9;V23C10;V23C11;V23C12;V23C12O;V23C12O_TRANS;V23C13;V23C13O;V23C13O_TRANS;V23C14;V23C14O;V23C14O_TRANS;V23C15;V23C16;V23C17;V24;V25;V26;V26O;V26O8_TRANS;V27;V28;V29;V30;V31;V31_1;V32;V32_PRE;V33;V34;V35;V35_1;TEST_REVENU;V36;V37;V38;V39;V40;V40_1;V40_2;V41;TEST_FIXE;V42;TEST_MOBILE;V42_1;REMARQUE;REMARQUEO
623;ES_623;ES;6;1;NA;NA;1;NA;NA; ;1;350000;10;50;1;1;3;2;1;3;1;1;1;2; ;;1;1;1;3;1;2;2;1;1;2;1;1;4;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;2;3;NA;2;1988;NA;59; ;1;1;99999998;4;NA;4;99;1;3;NA;BENIMAMET;3;1;NA;2;NA;1;1;NA
624;ES_624;ES;6;1;NA;NA;1;NA;NA; ;1;55000;998;998;1;1;1;4;1;4;1;1;2;2; ;;1;2;2;2;1;2;3;3;1;5;5;3;3;1;1;3;2;2;1;1;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;2;1996;NA;59; ;4;4;99999998;12;NA;5;3;0;NA;NA;CADIZ;1;1;NA;3;NA;1;1;NA
625;ES_625;ES;6;1;NA;NA;1;NA;NA; ;1;5000;40;70;1;1;1;3;1;2;1;1;2;2; ;;1;2;2;3;1;1;2;4;1;4;4;1;4;1;1;1;1;2;5;1;1;4;1;1;1;0;0;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;11;Todos;Everyone;3;3;NA;1;NA;18;59; ;4;1;99999998;11;NA;5;3;0;NA;NA;MADRID;1;1;NA;3;NA;1;1;NA
626;ES_626;ES;6;1;NA;NA;1;NA;NA; ;1;9999998;19;49;1;1;4;NA;1;4;1;1;2;2; ;;2;2;2;2;1;1;2;1;1;1;1;4;1;4;4;4;1;1;3;3;3;3;2;1;0;0;0;0;1;1;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;7; ; ;3;3;NA;1;1963;NA;59; ;3;1;99999998;4;NA;1;4;2;2;NA;TEDUEL;3;1;NA;1;NA;1;1;NA
627;ES_627;ES;6;1;NA;NA;1;NA;NA; ;1;45000;10;50;1;1;1;5;1;2;1;1;1;2; ;;1;1;1;1;1;1;1;2;2;1;5;1;5;1;1;1;1;5;6;6;6;6;6;1;0;0;0;1;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;2;1978;NA;59; ;4;6;99999998;11;NA;1;3;1;99;NA;MADRID;1;0;NA;2;NA;1;1;NA
628;ES_628;ES;6;1;NA;NA;1;NA;NA; ;1;20000;998;998;1;1;2;2;1;3;1;2;1;1; ;;1;1;2;2;2;2;2;3;2;2;3;1;3;1;1;2;5;1;1;1;1;1;1;0;0;0;1;0;0;0;1;0;1;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;2;1974;NA;59; ;3;7;99999998;11;NA;5;2;1;1;NA;GERONA;1;0;NA;1;NA;1;1;NA
629;ES_629;ES;6;1;NA;NA;1;NA;NA; ;1;400000;998;50;3;4;1;4;1;1;1;2;2;2; ;;1;1;2;1;1;2;5;2;1;4;5;1;2;1;1;2;1;1;3;5;5;1;1;1;0;0;1;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;1;1991;NA;191; ;1;1;99999998;4;NA;5;2;0;NA;NA;MADRID;1;0;NA;1;NA;1;1;NA
630;ES_630;ES;6;1;NA;NA;1;NA;NA; ;1;55000;80;80;1;1;5;3;1;4;1;1;2;2; ;;1;1;2;1;1;1;1;1;1;3;5;1;1;1;1;1;5;1;2;2;2;2;3;1;0;0;0;0;1;0;1;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;7; ; ;3;3;NA;2;1997;NA;59; ;3;4;99999998;4;NA;5;2;0;NA;NA;VIGO;1;1;NA;1;NA;1;1;NA
631;ES_631;ES;6;1;NA;NA;1;NA;NA; ;1;80000;30;30;1;1;3;3;1;3;1;1;1;1; ;;1;1;1;2;1;1;1;1;1;1;3;1;3;1;1;3;1;1;1;5;5;3;3;0;0;0;1;0;1;0;0;1;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;3; ; ;3;3;NA;2;1980;NA;59; ;1;6;99999999;12;NA;1;4;2;2;NA;CADIZ;1;1;NA;3;NA;1;1;NA
632;ES_632;ES;6;1;NA;NA;1;NA;NA; ;1;650000;10;10;1;1;2;2;1;4;1;1;2;2; ;;1;2;2;1;2;1;1;1;1;2;2;2;3;3;3;3;1;1;5;5;5;5;5;1;0;0;0;0;1;1;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;11;todos;Everyone;3;3;NA;2;1999;NA;59; ;4;4;99999998;3;NA;5;3;0;NA;NA;ALICANTE;1;0;NA;3;NA;1;1;NA
633;ES_633;ES;6;1;NA;NA;1;NA;NA; ;1;60000;998;998;2;1;2;3;1;1;1;2;2;2; ;;1;1;2;2;3;3;2;1;1;1;5;1;1;2;5;5;2;3;1;1;1;1;1;0;0;0;0;1;1;0;0;0;1;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;5; ; ;3;3;NA;2;1991;NA;157; ;4;1;99999998;2;NA;5;2;0;NA;NA;17600;1;98;NA;98;NA;2;1;NA
634;ES_634;ES;6;1;NA;NA;1;NA;NA; ;1;400000;20;20;1;1;1;3;1;4;1;1;2;2; ;;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;11;todos;Everyone;3;3;NA;2;1985;NA;59; ;4;1;99999999;4;NA;1;4;2;2;NA;MADRID;1;99;NA;2;NA;1;1;NA
635;ES_635;ES;6;1;NA;NA;1;NA;NA; ;1;55000;30;30;1;1;3;2;1;1;1;1;1;2; ;;1;2;2;2;2;2;1;3;3;4;1;4;4;1;1;1;4;1;3;3;3;3;3;1;0;1;0;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;3; ; ;3;3;NA;2;1986;NA;59; ;4;1;99999998;2;NA;5;2;0;NA;NA;MAYORCA;1;1;NA;2;NA;1;1;NA
636;ES_636;ES;6;1;NA;NA;1;1;NA;RV;1;1000;25;40;1;1;3;2;1;3;1;1;1;2; ;;1;1;2;1;1;1;1;2;2;2;4;1;3;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;1;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;1;1994;NA;59; ;4;6;99999998;3;NA;1;4;2;2;NA;GUADALAJA;2;1;NA;2;NA;1;1;NA
637;ES_637;ES;6;1;NA;NA;1;NA;NA; ;1;55000;10;25;1;1;5;5;3;4;1;1;2;2; ;;1;1;1;2;1;2;2;1;1;5;1;1;1;1;1;1;5;1;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;1;0;5;5;11;todos;Everyone;3;3;NA;2;1993;NA;59; ;5;6;99999998;4;NA;4;3;1;2;NA;FUEN LABRADA;3;0;NA;2;NA;1;1;NA
638;ES_638;ES;6;1;NA;NA;1;1;NA;RV;1;130000;20;50;1;1;2;3;1;4;1;1;2;2; ;;1;1;1;1;1;2;2;2;2;5;5;1;3;3;5;5;5;2;1;1;1;2;2;1;0;0;1;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;1;1968;NA;59; ;4;6;99999998;12;NA;1;5;3;3;NA;TENERIFE;3;0;NA;1;NA;1;1;NA
639;ES_639;ES;6;1;NA;NA;1;1;NA; ;1;130000;998;998;1;1;3;2;1;4;1;2;2;2; ;;1;1;2;1;2;2;2;1;1;5;5;2;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;1;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;7; ; ;3;3;NA;2;1981;NA;59; ;2;6;99999998;12;NA;1;4;2;2;NA;MALAGA;1;0;NA;2;NA;1;1;NA
640;ES_640;ES;6;1;NA;NA;1;1;NA;RV;1;9999998;998;998;1;1;4;NA;1;4;2;1;2;2; ;;1;1;2;3;2;2;6;1;1;1;3;3;1;3;3;3;3;1;3;3;3;3;3;1;0;0;0;0;1;0;1;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;6; ; ;3;3;NA;1;1974;NA;191; ;3;6;99999998;11;NA;3;3;0;NA;NA;MADRID;1;0;NA;3;NA;1;1;NA
641;ES_641;ES;6;1;NA;NA;1;1;NA;RV;1;55000;15;30;1;1;4;NA;2;4;1;2;2;2; ;;1;2;2;2;1;2;2;1;1;1;3;2;1;1;5;5;3;5;1;1;1;1;6;1;0;0;0;0;1;0;1;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;3;1;8; ; ;3;3;NA;1;1989;NA;59; ;7;1;99999998;11;NA;5;1;0;NA;NA;SEVILLA;1;99;NA;1;NA;1;1;NA
642;ES_642;ES;6;1;NA;NA;1;NA;NA; ;1;9999998;998;998;3;4;3;2;1;2;2;2;2;2; ;;2;1;2;2;2;1;6;2;2;2;5;5;5;2;5;5;5;5;5;5;5;5;5;1;1;0;0;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;2;1993;NA;57; ;7;6;99999999;12;NA;4;3;1;1;NA;MADRID;1;99;NA;2;NA;1;1;NA
643;ES_643;ES;6;1;NA;NA;1;NA;NA; ;1;55000;998;998;1;2;2;3;1;4;1;1;2;2; ;;1;2;2;1;1;2;5;1;1;2;2;2;3;1;1;1;2;1;5;5;5;5;5;1;1;0;0;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;6; ; ;3;3;NA;1;1997;NA;188; ;4;6;99999998;11;NA;5;4;0;NA;NA;MADID;1;99;NA;3;NA;1;1;NA
644;ES_644;ES;6;1;NA;NA;1;NA;NA; ;1;140000;24;18;1;1;1;5;1;4;1;2;2;2; ;;2;2;2;2;2;2;2;2;1;5;5;2;2;2;2;2;4;1;1;1;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;12; ; ;2;3;NA;1;1992;NA;59; ;3;1;99999999;2;NA;5;4;0;NA;NA;MALAGA;1;1;NA;6;NA;2;1;NA
645;ES_645;ES;6;1;NA;NA;1;NA;NA; ;1;130000;30;70;2;1;4;NA;1;4;1;2;1;1; ;;1;1;2;1;1;2;2;5;5;5;5;5;5;5;5;5;5;5;1;1;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;12; ; ;3;3;NA;2;1984;NA;59; ;11;9;99999999;12;NA;4;99;1;1;NA;NO CONTESTA;5;99;NA;99;NA;1;1;NA
646;ES_646;ES;6;1;NA;NA;1;NA;NA; ;1;9999998;30;60;4;4;4;NA;2;4;1;1;1;2; ;;1;2;2;2;1;2;6;5;5;1;2;1;2;1;1;1;1;2;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;gobierno;government;0; ; ;0; ; ;0;0;0;1;1;11;todos;Everyone;3;3;NA;1;1991;NA;59; ;3;1;99999998;1;NA;5;1;99;0;NA;GRANADA;1;0;NA;1;NA;1;1;NA
647;ES_647;ES;6;1;NA;NA;1;NA;NA; ;1;130000;50;20;2;5;1;4;1;4;1;1;2;2; ;;1;1;1;2;1;1;5;1;1;1;3;1;3;1;2;2;1;1;1;1;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;3;1;6; ; ;3;3;NA;2;1972;NA;59; ;6;7;99999999;12;NA;5;1;0;NA;NA;MADRID;1;0;NA;1;NA;1;1;NA
648;ES_648;ES;6;1;NA;NA;1;NA;NA; ;1;400000;10;40;1;1;4;NA;1;4;1;1;2;2; ;;1;1;2;2;1;1;1;1;1;1;1;3;3;3;3;3;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;11;todos;Everyone;3;3;NA;2;1962;NA;59; ;4;6;99999998;11;NA;1;5;3;99;NA;MADRID;1;0;NA;2;NA;1;1;NA
649;ES_649;ES;6;1;NA;NA;1;NA;NA; ;1;40000;30;30;1;1;3;2;1;4;2;2;1;2; ;;1;1;2;2;1;1;1;1;1;1;3;3;2;3;3;3;1;1;4;4;4;4;1;1;0;0;0;0;0;1;1;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;11;todos;Everyone;3;3;NA;1;1977;NA;59; ;5;6;99999998;2;NA;1;6;4;4;NA;VALENCIA- CASTELLON;3;0;NA;2;NA;1;1;NA
650;ES_650;ES;6;1;NA;NA;1;NA;NA; ;1;500000;2;2;1;1;4;NA;4;4;2;2;2;2; ;;2;2;1;1;1;1;3;1;1;1;3;4;1;4;4;4;1;3;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;1;social;social;0; ; ;0; ; ;0;0;0;1;1;12; ; ;3;3;NA;1;1956;NA;59; ;1;1;99999999;7;NA;1;2;2;99;NA;LEON;1;1;NA;2;NA;1;1;NA
651;ES_651;ES;6;1;NA;NA;1;NA;NA; ;1;145000;20;40;2;1;2;2;2;1;2;1;2;2; ;;2;2;2;2;2;2;1;1;2;3;4;2;1;2;3;4;2;3;2;2;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0; ; ;0; ; ;0; ; ;0;0;0;2;4;2; ; ;1;2;4;2;1987;NA;59; ;2;1;50000;NA;NA;1;5;2;3;NA;8207;1;1;NA;3;NA;1;1;NA
652;ES_652;ES;6;1;NA;NA;1;NA;NA; ;1;60000;20;99;1;1;1;4;1;4;1;2;1;2; ;;2;1;2;1;1;1;1;1;1;3;2;2;2;3;4;3;3;2;5;5;5;5;5;1;0;0;0;0;1;0;0;0;1;0;0; ; ;0; ; ;0; ; ;0;0;0;1;2;1; ; ;2;2;3;1;NA;55;59; ;2;6;99999998;3;NA;2;1;3;0;NA;8028;1;0;NA;1;NA;1;1;NA
653;ES_653;ES;6;1;NA;NA;1;1;NA;RV;1;400000;10;20;1;1;1;2;2;4;1;2;2;2; ;;1;2;1;2;1;1;1;1;1;5;5;1;3;2;2;5;4;5;1;1;1;1;3;1;1;0;0;0;0;0;0;0;1;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;2;2;2;2;NA;38;59; ;4;2;45000;NA;NA;1;4;2;2;NA;ALLARIZ;1;1;NA;2;NA;1;1;NA
654;ES_654;ES;6;1;NA;NA;1;NA;NA; ;1;2000000;50;50;2;1;4;NA;1;4;1;2;2;2; ;;1;2;2;2;2;1;5;1;1;2;1;1;3;1;1;4;3;2;1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;3;2;1; ; ;2;2;5;2;1990;NA;59; ;1;1;80000;NA;NA;5;5;0;NA;NA;28028;1;1;NA;5;NA;1;1;NA
655;ES_655;ES;6;1;NA;NA;1;NA;NA; ;1;10000;60;80;2;1;4;NA;2;4;2;1;2;2; ;;1;2;2;2;2;2;1;1;1;3;2;1;3;2;1;2;2;1;3;3;2;2;3;0;1;0;0;0;0;1;0;0;1;0;0; ; ;0; ; ;0; ; ;0;0;0;1;2;1; ; ;2;2;4;1;1978;NA;59; ;3;1;45000;NA;NA;3;4;2;2;39012000; ;1;1;NA;3;NA;1;1;NA
656;ES_656;ES;6;1;NA;NA;1;NA;NA; ;1;60000;50;70;1;1;4;NA;2;4;2;2;2;2; ;;2;1;2;2;2;2;1;4;4;2;4;2;1;3;3;4;1;3;1;1;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;3; ; ;2;2;4;1;NA;58;59; ;3;1;20000;NA;NA;3;1;2;0;NA;43800;2;1;NA;2;NA;1;1;NA
657;ES_657;ES;6;1;NA;NA;1;NA;NA; ;1;35000;60;35;1;1;3;2;1;4;1;1;2;2; ;;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;4;1;3;4;4;1;1;2;1;0;0;1;0;0;0;1;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;1;2;4;1;1974;NA;59; ;2;2;99999998;7;NA;1;3;1;1;NA;7800;1;1;NA;2;NA;1;1;NA
658;ES_658;ES;6;1;NA;NA;1;NA;NA; ;1;250000;60;100;2;2;1;3;1;2;1;1;2;2; ;;1;1;2;2;2;2;2;1;1;3;3;1;2;2;2;4;2;4;1;1;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0; ; ;0; ; ;0; ; ;0;0;0;2;4;1; ; ;2;2;4;1;1960;NA;59; ;4;1;60000;NA;NA;1;2;3;0;NA;8160;1;1;NA;2;NA;1;1;NA
659;ES_659;ES;6;1;NA;NA;1;NA;NA; ;1;500000;50;100;1;1;1;3;1;2;2;2;2;2; ;;1;1;2;2;2;2;1;3;2;1;2;4;1;3;3;2;1;2;1;1;1;1;1;0;0;0;0;0;1;0;1;0;1;0;0; ; ;0; ; ;0; ; ;0;0;0;2;4;3; ; ;2;2;4;2;1973;NA;59; ;2;1;70000;NA;NA;1;5;3;3;NA;8820;1;1;NA;2;NA;1;1;NA
660;ES_660;ES;6;1;NA;NA;1;NA;NA; ;1;5000;998;998;2;1;2;2;1;2;1;2;2;2; ;;2;2;2;1;1;1;2;2;2;2;4;2;2;1;2;3;3;2;3;2;2;2;2;0;0;0;1;0;1;0;0;0;1;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;2;2;5;2;1990;NA;191; ;4;7;99999998;12;NA;5;2;0;NA;NA;MADRID;1;1;NA;2;NA;1;1;NA
661;ES_661;ES;6;1;NA;NA;1;NA;NA; ;1;70000;25;55;1;1;4;NA;2;4;2;2;2;2; ;;1;2;2;2;2;2;1;2;2;3;2;2;2;1;1;4;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;1;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;2;2;4;2;1966;NA;59; ;1;1;60000;NA;NA;1;2;2;0;NA;20600;2;1;NA;2;NA;1;1;NA
662;ES_662;ES;6;1;NA;NA;1;NA;NA; ;1;130000;20;70;2;1;4;NA;2;4;2;2;2;2; ;;2;2;2;2;2;2;1;4;2;4;1;2;1;2;2;3;2;3;3;3;2;2;3;1;0;0;0;0;0;0;0;0;1;1;0; ; ;0; ; ;0; ; ;0;0;0;2;2;5; ; ;2;2;4;2;1978;NA;59; ;3;2;20000;NA;NA;3;2;1;1;NA;36940;1;1;NA;1;NA;1;1;NA
663;ES_663;ES;6;1;NA;NA;1;NA;NA; ;1;200000;35;65;1;1;4;NA;2;4;2;2;2;2; ;;2;2;2;2;2;2;2;1;1;4;4;2;2;3;3;4;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;1;0; ; ;0; ; ;0; ; ;0;0;0;2;2;1; ; ;1;2;2;2;1984;NA;59; ;3;1;25000;NA;NA;3;3;2;2;NA;29650;2;1;NA;2;NA;1;1;NA
664;ES_664;ES;6;1;NA;NA;1;NA;NA; ;1;19000;50;60;1;1;4;NA;2;4;1;1;2;2; ;;2;2;2;1;1;2;5;5;5;5;5;1;2;1;1;1;4;5;1;1;1;1;1;1;0;0;0;0;1;0;1;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;2;2;1;1;1982;NA;26; ;2;1;99999999;5;NA;5;4;0;NA;NA;MATRI;1;1;NA;4;NA;1;1;NA
665;ES_665;ES;6;1;NA;NA;1;NA;NA; ;1;3500;10;20;1;1;4;NA;2;4;2;2;2;2; ;;1;1;2;2;2;2;2;4;4;4;2;1;1;3;3;4;1;2;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;3; ; ;2;2;1;1;NA;60;59; ;2;2;99999998;3;NA;3;1;2;0;NA;45510;2;1;NA;1;NA;1;1;NA
666;ES_666;ES;6;1;NA;NA;1;NA;NA; ;1;150000;40;20;2;1;3;2;1;3;2;2;2;2; ;;2;2;2;2;2;1;1;3;2;3;2;1;2;1;3;4;1;3;1;1;1;1;1;1;0;0;1;0;0;0;1;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;3; ; ;2;2;4;1;NA;20;59; ;3;4;99999998;4;NA;5;4;0;NA;NA;13700;1;1;NA;3;NA;1;1;NA
667;ES_667;ES;6;1;NA;NA;1;NA;NA; ;1;140000;30;10;1;1;3;2;1;3;1;1;2;2; ;;2;2;2;2;2;2;1;4;4;4;4;1;1;4;4;4;1;4;1;1;1;1;1;0;0;0;0;0;1;0;0;0;1;1;0; ; ;0; ; ;0; ; ;0;0;0;2;2;6; ; ;2;2;4;1;NA;59;59; ;3;1;99999998;4;NA;3;1;2;0;NA;15010;2;1;NA;1;NA;1;1;NA
668;ES_668;ES;6;1;NA;NA;1;NA;NA; ;1;80000;40;50;1;1;2;2;2;4;2;2;2;2; ;;1;1;2;2;2;2;1;4;4;4;1;1;2;2;2;4;1;1;2;2;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;3; ; ;2;2;4;1;NA;66;142; ;3;5;99999998;3;NA;3;1;1;0;NA;"30120	PALMAR O LUGAR D. JUAN";1;1;NA;1;NA;1;1;NA
669;ES_669;ES;6;1;NA;NA;1;NA;NA; ;1;90000;30;60;2;1;1;3;1;1;2;2;2;2; ;;2;2;2;2;2;2;1;2;2;3;2;2;2;2;2;1;1;3;3;3;1;1;5;1;0;0;0;0;0;0;1;0;1;0;0; ; ;0; ; ;0; ; ;0;0;0;1;2;5; ; ;2;2;1;1;1993;NA;59; ;3;4;99999998;4;NA;5;1;0;NA;28932000; ;1;1;NA;1;NA;1;1;NA
670;ES_670;ES;6;1;NA;NA;2;1;NA;QQ;1;55000;35;65;1;1;3;2;2;2;2;2;2;2; ;;2;2;2;2;2;2;3;3;3;2;2;2;3;3;3;2;2;2;3;3;4;4;5;0;0;0;0;0;1;0;0;1;1;0;0; ; ;0; ; ;0; ; ;0;0;0;2;2;1; ; ;2;2;1;1;1933;NA;59; ;4;5;99999998;4;NA;2;1;2;0;NA;18567;1;1;NA;1;NA;1;1;NA
671;ES_671;ES;6;1;NA;NA;1;1;NA;RV;1;3000;15;30;1;1;3;3;1;3;1;1;2;2; ;;2;2;2;2;2;3;1;5;5;2;2;1;2;1;1;1;1;1;5;5;5;5;5;1;0;0;0;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;5;5;2; ; ;2;2;6;2;1996;NA;59; ;6;4;99999998;4;NA;5;3;0;NA;NA;SEVILLA;1;0;NA;3;NA;1;1;NA
672;ES_672;ES;6;1;NA;NA;1;NA;NA; ;1;25000;5;5;1;1;4;NA;1;4;1;1;2;2; ;;1;1;2;2;1;2;3;4;4;1;4;1;1;1;1;1;1;1;2;2;2;2;2;1;0;0;0;0;1;0;0;0;1;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;2;2;4;1;1998;NA;59; ;2;1;99999999;12;NA;1;99;99;99;NA;0;5;99;NA;1;NA;1;2;no quizo responder todas las preguntas
673;ES_673;ES;6;1;NA;NA;1;NA;NA; ;1;700000;40;20;1;1;4;NA;1;4;1;1;2;2; ;;1;1;2;1;1;2;1;1;1;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;crisis economica;Economic crisis;0; ; ;0; ; ;0;0;0;1;1;1; ; ;2;2;5;1;1994;NA;59; ;3;3;99999998;11;NA;5;3;0;NA;NA;MUCIA;1;0;NA;3;NA;1;1;NA
674;ES_674;ES;6;1;NA;NA;1;NA;NA; ;1;10000;20;60;1;1;3;2;1;4;1;1;2;2; ;;1;1;2;2;2;2;1;1;1;5;5;1;3;1;1;4;2;4;1;1;1;1;1;1;0;0;0;0;1;0;1;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;6; ; ;4;2;1;1;1991;NA;59; ;3;2;99999999;12;NA;5;3;0;NA;NA;CASTELLAN;1;1;NA;3;NA;1;1;NA
675;ES_675;ES;6;1;NA;NA;1;NA;NA; ;1;145000;998;998;3;3;3;1;1;2;2;2;2;2; ;;1;1;2;1;1;2;6;1;1;1;3;3;3;3;3;3;2;2;1;1;1;1;1;1;0;0;0;1;0;0;1;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;2;1;1; ; ;2;2;1;1;1987;NA;78; ;4;6;99999999;12;NA;4;4;2;3;NA;TORTOSA;3;99;NA;99;NA;1;1;NA
676;ES_676;ES;6;1;NA;NA;1;NA;NA; ;1;20000;30;50;1;1;3;2;1;3;2;1;2;2; ;;2;2;2;2;2;1;2;2;2;3;2;2;3;2;2;4;1;3;1;1;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;2;1;5; ; ;2;2;4;1;1984;NA;59; ;3;3;99999998;4;NA;1;2;0;NA;NA;43004;1;1;NA;2;NA;1;1;NA
677;ES_677;ES;6;1;NA;NA;1;NA;NA; ;1;26500;18;45;1;1;2;2;1;3;1;2;2;2; ;;2;1;2;2;2;2;2;1;1;3;3;2;4;2;2;4;2;1;2;3;2;2;5;0;0;0;1;0;1;1;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;2; ; ;2;2;2;2;1947;NA;59; ;2;5;27500;NA;NA;1;2;2;0;NA;48009;1;0;NA;2;NA;1;1;NA
678;ES_678;ES;6;1;NA;NA;1;NA;NA; ;1;15000;10;20;1;2;2;3;1;2;1;2;2;2; ;;1;2;2;2;1;2;1;1;2;3;2;2;3;3;2;1;2;2;2;2;1;1;1;1;0;0;1;0;0;0;0;0;1;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;10; ; ;2;2;4;1;1979;NA;59; ;2;1;99999998;6;NA;1;3;1;1;NA;21007;1;1;NA;2;NA;1;1;NA
679;ES_679;ES;6;1;NA;NA;1;NA;NA; ;1;650000;15;55;1;1;2;2;1;4;2;1;2;1; ;;1;2;2;1;1;3;6;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;0;0;0;0;1;0;1;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;2;2;6;2;9999;56;59; ;2;1;99999998;11;NA;5;3;0;NA;NA;MADRID;1;99;NA;3;NA;1;1;NA
680;ES_680;ES;6;1;NA;NA;1;NA;NA; ;1;20000;50;50;2;1;2;3;2;4;2;1;2;2; ;;2;1;2;2;2;2;1;4;4;1;2;1;1;2;4;4;1;3;3;3;2;2;4;0;0;0;0;0;1;1;1;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;3; ; ;2;2;4;1;9999;68;59; ;3;5;99999998;4;NA;1;2;4;0;NA;30740;1;1;NA;2;NA;1;1;NA
