;ID;Pays;INT02;Q1;Q2;Q3;Q4;Q5;Q6;INT04;V_ACCORD;V6;V7_1;V7_2;V8;V9;V10;V11;V12;V13;V14_1;V14_2;V14_3;V14_4;V14_4_PRE;V14_4_TRANS;V14_1R;V14_2R;V14_3R;V15_1;V15_2;V15_3;V20;V21_1;V21_2;V21_3;V21_4;V21_5;V21_6;V21_7;V21_8;V21_9;V21_10;V21_11;V22_1;V22_2;V22_3;V22_4;V22_5;V23C1;V23C2;V23C3;V23C4;V23C5;V23C6;V23C7;V23C8;V23C9;V23C10;V23C11;V23C12;V23C12O;V23C12O_TRANS;V23C13;V23C13O;V23C13O_TRANS;V23C14;V23C14O;V23C14O_TRANS;V23C15;V23C16;V23C17;V24;V25;V26;V26O;V26O8_TRANS;V27;V28;V29;V30;V31;V31_1;V32;V32_PRE;V33;V34;V35;V35_1;TEST_REVENU;V36;V37;V38;V39;V40;V40_1;V40_2;V41;TEST_FIXE;V42;TEST_MOBILE;V42_1;REMARQUE;REMARQUEO
57;ES_057;ES;6;1;NA;NA;1;NA;NA; ;1;145000;13;40;1;1;3;2;1;2;1;1;2;2; ;;1;2;2;1;1;1;4;1;1;1;2;1;4;1;5;3;2;2;1;1;1;3;6;0;0;0;1;0;1;0;0;0;1;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;7; ; ;3;3;NA;1;1984;NA;191; ;3;6;99999998;11;NA;1;4;2;2;NA;VALENCIA;1;0;NA;2;NA;2;1;NA
58;ES_058;ES;6;1;NA;NA;2;1;NA;QQ;1;60000;60;40;1;1;3;1;1;3;1;1;2;2; ;;1;1;1;1;1;1;2;1;1;2;4;1;4;1;1;4;1;1;1;5;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;11;Todas las anteriores;All of the above;4;3;NA;1;1968;NA;59; ;3;6;99999998;11;NA;1;4;2;2;NA;SALAMANCA;1;1;NA;3;NA;1;1;NA
59;ES_059;ES;6;1;NA;NA;1;NA;NA; ;1;9999998;30;40;1;1;3;2;1;4;1;2;1;2; ;;1;1;2;2;1;1;2;1;1;4;4;1;4;1;1;3;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;1;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;2;3;NA;1;1993;NA;59; ;4;1;99999999;12;NA;5;6;0;NA;NA;MADRID;1;1;NA;6;NA;1;1;NA
60;ES_060;ES;6;1;NA;NA;1;1;NA;RV;1;140000;998;998;2;2;3;3;1;4;2;2;2;2; ;;2;2;2;2;1;1;1;2;1;3;4;1;4;1;1;4;1;1;6;6;6;6;6;1;0;0;1;0;0;0;0;1;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;2;1991;NA;59; ;3;3;99999999;3;NA;5;99;0;NA;NA;BARCELONA;1;99;NA;99;NA;1;1;NA
61;ES_061;ES;6;1;NA;NA;1;NA;NA; ;1;25000;50;50;1;1;3;3;1;3;1;2;2;2; ;;1;2;1;2;1;1;1;1;1;1;4;1;4;1;1;5;1;1;4;4;1;1;1;1;0;0;0;0;1;0;1;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;11;Todos por igual;Everyone equally;3;3;NA;2;1992;NA;59; ;2;1;12000;NA;NA;5;3;1;1;NA;ALICANTE;1;0;NA;3;NA;1;1;NA
62;ES_062;ES;6;1;NA;NA;1;1;NA;RV;1;10000;5;80;2;2;3;3;1;4;2;1;2;2; ;;1;1;2;2;1;3;1;1;1;3;4;1;4;1;1;4;1;1;4;4;1;1;5;1;0;0;0;0;1;1;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;2;1959;NA;59; ;3;3;99999999;12;NA;3;2;1;1;NA;SEVILLA;1;99;NA;99;NA;1;1;NA
63;ES_063;ES;6;1;NA;NA;1;1;NA;RV;1;1000000;998;998;2;1;3;2;1;4;2;1;2;2; ;;1;2;2;2;1;1;1;2;1;1;3;1;4;1;1;4;1;1;2;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;Subida de impuestos y un salario bajo;Rise of taxes and a low salary;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;2;1973;NA;59; ;4;1;99999999;12;NA;4;4;2;2;NA;MáLAGA;2;99;NA;2;NA;1;1;NA
64;ES_064;ES;6;1;NA;NA;1;NA;NA; ;1;5000000;70;80;4;4;3;2;1;3;1;2;2;2; ;;1;1;2;2;1;2;1;6;6;6;6;6;6;6;6;6;6;6;4;4;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;1;3;NA;2;1979;NA;59; ;2;2;99999999;12;NA;5;99;99;99;NA;MADRID;1;99;NA;99;NA;1;1;NA
65;ES_065;ES;6;1;NA;NA;1;1;NA;RV;1;45000;20;70;4;4;3;2;1;4;1;1;2;2; ;;1;2;1;2;2;2;1;5;5;5;5;3;3;3;3;3;5;1;2;2;2;2;1;1;1;0;0;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;2;1984;NA;147; ;2;1;99999998;1;NA;1;3;1;1;NA;ZARAGONA;1;0;NA;2;NA;1;1;NA
66;ES_066;ES;6;1;NA;NA;1;NA;NA; ;1;700000;10;50;3;3;3;2;1;4;1;2;1;2; ;;1;2;2;3;1;3;5;4;1;5;4;1;4;1;1;4;1;1;4;4;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;2;1999;NA;59; ;11;9;99999999;4;NA;5;99;99;99;NA;ANDALUSIA;1;98;NA;99;NA;1;1;NA
67;ES_067;ES;6;1;NA;NA;1;NA;NA; ;1;15000;45;50;3;1;3;3;1;4;1;1;2;2; ;;2;1;2;3;1;1;1;1;1;5;3;1;5;1;1;5;1;1;1;1;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;2;1998;NA;59; ;4;4;99999998;11;NA;5;3;0;NA;NA;MADRID;1;1;NA;3;NA;1;1;NA
68;ES_068;ES;6;1;NA;NA;1;NA;NA; ;1;9999998;50;60;2;2;3;1;1;4;1;1;1;2; ;;2;2;2;2;1;1;1;1;1;2;1;1;3;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;2;1987;NA;59; ;3;6;99999999;11;NA;4;2;0;NA;NA;MURCIA;2;0;NA;2;NA;1;1;NA
69;ES_069;ES;6;1;NA;NA;1;NA;NA; ;1;20000;50;50;1;1;3;2;1;4;2;2;2;2; ;;2;2;2;2;2;2;2;2;1;2;3;2;4;2;2;3;2;2;2;2;2;2;2;1;0;0;0;0;0;0;0;0;1;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;2;NA;75;59; ;4;5;22000;NA;NA;1;2;2;2;NA;10600;2;1;NA;2;NA;1;1;NA
70;ES_070;ES;6;1;NA;NA;1;NA;NA; ;1;9999998;998;998;1;1;3;2;2;4;2;2;2;2; ;;1;2;2;2;2;2;2;1;1;5;3;1;5;5;5;5;5;5;2;3;3;3;1;0;0;0;0;0;1;1;0;0;1;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;10; ; ;3;3;NA;1;NA;76;143; ;5;5;99999998;3;NA;2;1;2;0;NA;12600;3;99;NA;1;NA;1;1;NA
71;ES_071;ES;6;1;NA;NA;1;NA;NA; ;1;13000;80;100;1;1;3;2;1;3;1;2;2;2; ;;2;2;2;2;2;1;2;2;2;3;1;1;3;1;1;2;2;1;3;3;2;2;1;1;0;0;0;0;1;1;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;10; ; ;3;3;NA;2;NA;67;59; ;3;5;35000;NA;NA;1;2;1;0;NA;28944;1;1;NA;2;NA;1;1;NA
72;ES_072;ES;6;1;NA;NA;1;NA;NA; ;1;140000;60;70;1;1;2;3;1;3;1;2;2;2; ;;1;1;2;2;1;1;1;2;1;3;1;1;4;1;1;4;1;1;4;4;4;4;2;1;0;0;1;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;3;1;8; ; ;3;3;NA;1;1984;NA;59; ;2;1;30000;NA;NA;3;1;0;NA;50830; ;3;1;NA;1;NA;1;1;NA
73;ES_073;ES;6;1;NA;NA;1;NA;NA; ;1;1000000;20;70;1;1;2;2;1;3;1;2;2;2; ;;1;1;2;3;2;1;2;1;4;2;3;1;3;1;1;4;5;1;1;5;5;5;5;0;1;1;0;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;2; ; ;3;3;NA;1;1997;NA;59; ;3;4;99999998;2;NA;5;2;0;NA;NA;46009;1;0;NA;2;NA;1;1;NA
74;ES_074;ES;6;1;NA;NA;1;NA;NA; ;1;55000;50;80;3;3;2;3;1;4;1;2;2;2; ;;1;1;2;2;2;1;2;4;1;2;4;1;3;1;1;4;2;1;5;5;5;5;5;0;1;0;0;0;1;0;0;0;0;1;0; ; ;0; ; ;0; ; ;0;0;0;3;3;1; ; ;3;3;NA;1;1987;NA;59; ;6;6;12000;NA;NA;1;4;3;2;46000; ;1;1;NA;3;NA;1;1;NA
75;ES_075;ES;6;1;NA;NA;1;NA;NA; ;1;90000;60;60;1;1;2;2;1;4;2;1;1;2; ;;1;2;1;1;1;1;1;1;1;3;4;1;3;1;1;4;1;1;5;5;5;5;5;1;0;0;0;0;1;0;0;0;0;0;1;Pression économique, liée aux banques notamment;Economic pressure, particularly related to banks;0; ; ;0; ; ;0;0;0;1;1;10; ; ;3;3;NA;2;1963;NA;59; ;6;6;10000;NA;NA;1;3;1;1;33213; ;1;1;NA;3;NA;1;1;NA
76;ES_076;ES;6;1;NA;NA;1;NA;NA; ;1;90000;40;40;1;1;2;3;1;4;1;2;2;2; ;;2;2;2;2;2;1;2;1;4;1;2;4;2;2;2;3;1;1;4;4;4;4;5;0;0;0;0;0;1;1;1;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;10; ; ;3;3;NA;1;1983;NA;59; ;6;1;99999998;3;NA;1;4;0;NA;11400; ;2;1;NA;3;NA;1;1;NA
77;ES_077;ES;6;1;NA;NA;1;NA;NA; ;1;20000;10;40;2;2;2;2;1;4;1;1;2;2; ;;1;2;2;2;1;2;1;1;1;2;2;1;4;1;1;4;2;1;6;6;6;6;6;1;0;0;1;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;2;1995;NA;59; ;4;4;99999999;12;NA;5;99;0;NA;NA;SEVILLA;1;99;NA;99;NA;1;1;NA
78;ES_078;ES;6;1;NA;NA;1;NA;NA; ;1;55000;20;40;1;1;2;2;1;4;1;2;2;2; ;;2;1;2;2;1;1;2;3;2;1;2;1;2;1;1;2;1;1;6;6;6;6;6;1;0;0;0;0;0;0;0;1;0;1;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;2;3;NA;1;1994;NA;10; ;4;1;99999999;12;NA;5;99;0;NA;NA;MADRID;1;99;NA;99;NA;1;1;NA
79;ES_079;ES;6;1;NA;NA;1;NA;NA; ;1;20000;10;45;1;1;2;2;1;4;1;1;2;2; ;;2;1;2;2;1;2;7;1;1;4;4;1;1;1;1;3;1;1;1;4;1;1;1;1;0;0;0;0;1;0;0;0;1;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;2;3;NA;2;1984;NA;59; ;2;1;99999999;12;NA;5;99;99;99;NA;ALICANTE;1;99;NA;2;NA;1;1;NA
80;ES_080;ES;6;1;NA;NA;1;1;NA;RV;1;700000;60;80;1;1;2;2;1;4;1;1;1;2; ;;1;2;2;3;1;1;2;1;1;3;3;1;2;1;1;2;1;1;6;6;6;6;6;1;1;0;1;0;0;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;2;1;1; ; ;3;3;NA;2;1992;NA;AU;ROUMAINE;4;6;99999999;3;NA;1;3;1;1;NA;BARCELONA;1;99;NA;2;NA;1;1;NA
81;ES_081;ES;6;1;NA;NA;1;NA;NA; ;1;140000;40;70;2;2;2;2;1;4;1;1;2;2; ;;1;1;2;2;2;1;1;3;1;1;2;1;4;1;1;4;4;1;5;5;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;Desahusios durante la crisis economica;Evictions during the economic crisis;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;2;1990;NA;59; ;3;2;99999999;12;NA;5;99;0;NA;NA;BURGOS;2;99;NA;99;NA;1;1;NA
82;ES_082;ES;6;1;NA;NA;1;NA;NA; ;1;700000;5;60;1;2;2;2;1;4;1;2;1;2; ;;1;2;1;3;1;2;2;2;1;4;4;2;5;1;1;4;1;1;3;4;1;1;1;1;0;0;0;0;1;0;0;0;1;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;4;3;NA;2;1995;NA;42; ;4;1;99999998;12;NA;1;6;0;NA;NA;MADRID;1;1;NA;3;NA;1;1;NA
83;ES_083;ES;6;1;NA;NA;1;1;NA;RV;1;500000;998;998;4;4;2;3;1;4;1;1;2;2; ;;1;1;2;2;1;1;1;2;5;2;5;1;4;1;1;4;1;1;5;5;5;5;5;1;1;0;0;0;0;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;2;1991;NA;59; ;6;6;99999999;12;NA;1;3;1;1;NA;CATALUNYA;1;99;NA;2;NA;1;1;NA
84;ES_084;ES;6;1;NA;NA;2;1;NA;QQ;1;40000;50;60;2;1;2;4;1;1;1;2;2;2; ;;1;1;1;1;1;1;1;1;1;4;4;1;2;1;1;1;1;1;1;2;2;2;5;0;1;0;1;0;0;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;1;0;1;1;1; ; ;3;3;NA;2;1996;NA;147; ;6;6;99999998;1;NA;5;3;0;NA;28822; ;1;0;NA;3;NA;1;1;NA
85;ES_085;ES;6;1;NA;NA;1;1;NA;RV;1;15000;40;80;2;2;2;2;1;4;1;1;2;2; ;;2;2;2;3;1;1;1;1;1;2;4;1;2;1;1;5;1;1;6;6;6;6;6;1;0;0;1;0;0;0;0;0;0;0;1;Crisis economica Española y desahucios;Spanish economic crisis and evictions;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;2;1979;NA;59; ;4;1;99999999;3;NA;5;99;0;NA;NA;MADRID;1;99;NA;99;NA;1;1;NA
86;ES_086;ES;6;1;NA;NA;1;NA;NA; ;1;50000;65;30;1;1;2;2;1;2;1;2;2;2; ;;2;2;2;2;2;2;1;3;3;4;1;1;2;3;3;4;1;3;3;3;2;2;1;0;0;0;0;0;0;1;1;0;1;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;10; ; ;3;3;NA;1;NA;70;59; ;7;5;99999998;3;NA;1;2;3;0;NA;15011;1;1;NA;2;NA;1;1;NA
87;ES_087;ES;6;1;NA;NA;1;NA;NA; ;1;130000;15;40;2;3;1;4;1;4;1;1;2;2; ;;1;2;2;2;2;1;1;1;2;2;1;5;4;1;1;4;1;4;5;5;5;5;1;0;1;0;1;0;0;0;0;0;0;0;1;L'hypothèque de la maison;The mortgage of the house;0; ; ;0; ; ;0;0;0;1;1;8; ; ;3;3;NA;2;1964;NA;59; ;7;6;5000;NA;NA;1;4;2;2;28050; ;1;1;NA;2;NA;1;1;NA
88;ES_088;ES;6;1;NA;NA;1;NA;NA; ;1;350000;60;60;1;1;1;4;1;4;1;1;2;2; ;;1;2;2;2;1;1;3;5;2;3;4;1;4;1;1;2;1;1;4;4;2;5;1;1;1;0;1;0;0;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;11;Todos por igual;Everyone equally;3;3;NA;2;1980;NA;59; ;2;4;99999998;4;NA;5;1;0;NA;NA;BARCELONA;2;1;NA;2;NA;1;1;NA
89;ES_089;ES;6;1;NA;NA;1;NA;NA; ;1;130000;25;40;1;1;1;3;1;4;1;2;2;2; ;;1;2;2;2;2;1;1;1;1;3;5;1;3;1;1;2;2;2;1;1;1;1;5;1;1;0;1;0;0;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;1;3;NA;2;NA;22;59; ;4;3;35000;NA;NA;5;3;0;NA;NA;MADRID;2;1;NA;2;NA;1;1;NA
90;ES_090;ES;6;1;NA;NA;1;NA;NA; ;1;9999998;25;50;1;1;1;2;1;4;1;2;2;2; ;;1;2;2;2;1;1;1;1;1;1;5;1;3;1;2;3;1;2;1;1;1;1;5;1;1;0;1;0;0;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;1;3;NA;1;NA;27;59; ;4;3;35000;NA;NA;5;4;0;NA;NA;MADRID;2;1;NA;3;NA;1;1;NA
91;ES_091;ES;6;1;NA;NA;1;NA;NA; ;1;150000;10;20;1;1;1;3;1;2;1;2;2;2; ;;2;1;1;2;1;1;1;1;1;3;1;3;2;2;2;3;5;5;1;1;1;1;2;1;1;0;0;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;2;NA;25;59; ;4;2;45000;NA;NA;1;3;1;1;NA;MURCIA;2;1;NA;2;NA;1;1;NA
92;ES_092;ES;6;1;NA;NA;1;NA;NA; ;1;350000;10;20;1;1;1;3;1;3;1;1;2;2; ;;1;2;2;2;1;1;1;1;1;1;2;1;2;2;1;2;2;2;1;1;1;1;5;1;1;0;1;0;0;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;1;3;NA;1;NA;43;59; ;4;1;45000;NA;NA;3;1;3;0;NA;MADRID;1;1;NA;1;NA;1;1;NA
93;ES_093;ES;6;1;NA;NA;1;NA;NA; ;1;55000;30;70;1;1;1;4;1;2;1;2;2;2; ;;1;1;2;2;1;1;1;1;1;3;1;1;2;2;2;3;4;5;1;1;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;1;3;NA;2;NA;50;59; ;3;2;45000;NA;NA;1;2;1;0;NA;MADRID;1;1;NA;2;NA;1;1;NA
94;ES_094;ES;6;1;NA;NA;1;NA;NA; ;1;60000;10;30;1;1;1;2;1;4;1;2;2;2; ;;1;2;2;2;1;1;1;1;1;2;5;1;3;2;2;1;5;5;1;1;1;1;5;1;1;0;0;0;0;0;0;1;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;2;NA;73;59; ;4;5;99999998;1;NA;1;2;3;0;NA;SALAMANCA;3;1;NA;2;NA;1;1;NA
95;ES_095;ES;6;1;NA;NA;2;1;NA;QQ;1;140000;25;50;1;1;1;2;1;1;1;2;2;2; ;;1;1;2;2;1;1;1;1;1;2;2;2;2;3;3;2;4;4;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;2;NA;33;59; ;2;2;45000;NA;NA;1;4;2;2;NA;SEVILLA;2;1;NA;2;NA;1;1;NA
96;ES_096;ES;6;1;NA;NA;1;1;NA;RV;1;45000;10;40;1;1;1;3;1;4;1;1;2;2; ;;1;1;2;2;1;1;1;1;1;3;5;2;3;2;1;2;3;2;1;1;1;1;5;1;1;0;1;0;0;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;2;NA;30;59; ;3;2;45000;NA;NA;1;4;2;2;NA;TENERIFE;1;1;NA;2;NA;1;1;NA
97;ES_097;ES;6;1;NA;NA;1;NA;NA; ;1;10000;30;50;1;1;1;3;1;4;1;2;2;2; ;;1;2;1;1;1;3;1;1;1;1;1;2;2;1;1;2;3;5;1;1;1;1;5;1;1;0;1;0;0;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;1;NA;19;59; ;4;2;99999998;1;NA;5;4;0;NA;NA;VIGO;1;1;NA;3;NA;1;1;NA
98;ES_098;ES;6;1;NA;NA;1;NA;NA; ;1;25000;25;40;1;1;1;3;1;1;1;1;2;2; ;;1;1;2;2;1;1;1;1;1;2;3;1;4;2;1;2;3;4;1;1;1;1;2;1;1;0;1;0;0;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;2;NA;35;59; ;4;2;45000;NA;NA;1;4;2;2;NA;BURGOS;1;1;NA;2;NA;1;1;NA
99;ES_099;ES;6;1;NA;NA;1;NA;NA; ;1;70000;25;40;1;1;1;3;1;3;1;1;2;2; ;;1;2;2;2;1;1;1;1;1;2;2;2;2;2;1;2;1;1;1;1;1;1;5;1;1;0;1;0;0;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;2;NA;39;59; ;3;1;99999998;2;NA;1;2;0;NA;NA;MALAGA;2;1;NA;2;NA;1;1;NA
100;ES_100;ES;6;1;NA;NA;1;NA;NA; ;1;9999998;10;20;1;1;1;2;1;4;1;2;2;2; ;;1;1;2;2;1;1;1;1;2;2;2;1;3;2;2;2;3;3;1;1;1;1;5;1;1;0;1;0;0;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;1;NA;51;59; ;4;1;45000;NA;NA;1;2;2;0;NA;HUELVA;3;1;NA;2;NA;1;1;NA
101;ES_101;ES;6;1;NA;NA;1;NA;NA; ;1;700000;25;40;1;1;1;2;1;3;1;2;2;2; ;;1;2;2;2;1;1;2;1;1;2;3;2;2;2;2;5;4;5;1;1;1;1;5;1;0;0;0;0;1;0;0;0;1;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;1;NA;23;59; ;4;1;45000;NA;NA;1;3;1;1;NA;GUADALAJARA;1;1;NA;2;NA;1;1;NA
102;ES_102;ES;6;1;NA;NA;1;1;NA;RV;1;25000;30;40;1;1;1;3;1;4;1;2;1;2; ;;1;1;2;2;1;1;1;1;1;2;2;1;1;2;1;1;2;5;1;1;1;1;5;1;1;0;1;0;0;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;2;NA;43;59; ;4;6;99999998;1;NA;3;2;1;1;NA;MALAGA;1;1;NA;1;NA;1;1;NA
103;ES_103;ES;6;1;NA;NA;1;NA;NA; ;1;80000;30;20;1;1;1;3;1;3;1;2;2;2; ;;1;1;2;2;1;1;1;1;1;3;2;1;3;2;2;5;4;5;1;1;1;1;5;1;0;0;0;0;1;0;0;1;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;1;NA;23;59; ;4;4;45000;NA;NA;5;4;0;NA;NA;CALASPARRA;1;1;NA;3;NA;1;1;NA
104;ES_104;ES;6;1;NA;NA;1;NA;NA; ;1;70000;25;50;1;1;1;4;1;3;1;1;2;2; ;;1;2;2;2;1;1;1;1;1;5;1;1;1;2;2;3;4;5;1;1;1;1;5;1;1;0;0;0;0;0;0;1;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;2;1969;NA;59; ;2;1;45000;NA;NA;1;1;2;1;NA;ALMERIA;1;1;NA;3;NA;1;1;NA
105;ES_105;ES;6;1;NA;NA;1;NA;NA; ;1;25000;30;40;1;1;1;3;1;4;1;2;2;2; ;;1;2;2;2;1;1;1;1;1;1;1;2;3;1;1;2;4;5;1;1;1;1;5;1;0;0;0;0;0;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;2;NA;25;59; ;3;2;99999998;2;NA;5;1;0;NA;NA;MADRID;1;1;NA;1;NA;1;1;NA
106;ES_106;ES;6;1;NA;NA;1;NA;NA; ;1;650000;10;20;1;1;1;2;1;4;1;1;2;2; ;;1;2;2;2;1;1;1;1;1;3;4;1;2;2;2;2;5;5;1;1;1;1;3;1;1;0;1;0;0;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;2;NA;27;59; ;2;6;45000;NA;NA;5;3;0;NA;NA;ANDALUCIA;2;1;NA;3;NA;1;1;NA
107;ES_107;ES;6;1;NA;NA;1;NA;NA; ;1;350000;30;40;1;1;1;4;1;4;1;1;2;2; ;;1;1;2;2;1;1;1;1;1;2;3;1;3;2;2;3;3;5;1;1;1;1;5;1;0;1;1;0;0;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;2;NA;24;59; ;4;2;45000;NA;NA;1;3;1;1;NA;MADRID;1;1;NA;2;NA;1;1;NA
108;ES_108;ES;6;1;NA;NA;1;NA;NA; ;1;700000;25;40;1;1;1;3;1;4;1;2;2;2; ;;1;2;2;2;1;1;1;1;1;2;2;1;1;2;3;3;4;5;1;1;1;1;6;1;0;0;0;0;1;0;0;0;1;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;2;NA;33;31; ;4;1;99999998;2;NA;1;3;1;1;NA;MADRID;1;1;NA;2;NA;1;1;NA
109;ES_109;ES;6;1;NA;NA;1;1;NA;RV;1;25000;10;20;1;1;1;2;1;4;1;2;2;2; ;;1;2;2;2;1;1;1;1;1;1;1;2;3;2;2;2;5;5;1;1;1;1;5;1;0;0;0;1;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;2;NA;37;59; ;4;2;45000;NA;NA;1;4;2;2;NA;ALMAZORA;3;1;NA;2;NA;1;1;NA
110;ES_110;ES;6;1;NA;NA;1;NA;NA; ;1;70000;10;50;1;1;1;2;1;4;1;2;2;2; ;;1;2;2;2;1;1;1;1;1;3;3;1;3;2;2;2;4;5;1;1;1;1;5;1;0;0;1;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;1;NA;41;59; ;3;1;45000;NA;NA;1;4;2;2;NA;SALAMANCA;1;1;NA;2;NA;1;1;NA
111;ES_111;ES;6;1;NA;NA;1;NA;NA; ;1;9999998;25;50;1;1;1;3;1;4;1;1;2;2; ;;1;1;2;2;1;1;1;1;1;5;4;3;3;3;1;1;5;4;1;1;1;1;5;1;0;0;1;0;1;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;2;NA;28;59; ;2;3;45000;NA;NA;1;2;0;NA;NA;ALBACEA;1;1;NA;2;NA;1;1;NA
112;ES_112;ES;6;1;NA;NA;1;NA;NA; ;1;3000;10;25;4;4;1;3;1;4;1;2;2;2; ;;1;2;2;2;1;1;1;1;1;4;4;1;4;1;1;4;4;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;Malas decisiones en la vida;Bad decisions in life;1;Desacuerdos en la familia;Disagreements in the family;0; ; ;0;0;0;1;1;11;Todos por igual;Everyone equally;3;3;NA;1;1994;NA;59; ;3;6;99999999;12;NA;5;2;0;NA;NA;PONTEVEDRA;3;1;NA;2;NA;1;1;NA
113;ES_113;ES;6;1;NA;NA;1;NA;NA; ;1;25000;10;40;1;1;1;4;1;4;1;1;1;2; ;;1;1;2;2;1;1;1;1;1;3;4;1;3;2;2;3;2;2;1;1;1;1;3;1;1;0;1;0;0;0;0;0;0;0;0; ; ;0; ; ;0; ; ;0;0;0;1;1;1; ; ;3;3;NA;1;NA;20;59; ;4;2;45000;NA;NA;5;4;0;NA;NA;ASTURIA;1;1;NA;3;NA;1;1;NA
